"initial_alias","converted_alias","name","description","namespace"
"DGCR8","6LXD","DGCR8","DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGCR8","6LXE","DGCR8","DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGCR8","6V5B","DGCR8","DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGCR8","6V5C","DGCR8","DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGCR8","7CNC","DGCR8","DGCR8 microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","2EB1","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NGB","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NGC","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NGD","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NGF","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NGG","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NH3","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NH5","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NH6","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4NHA","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","4WYQ","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","5ZAK","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","5ZAL","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DICER1","5ZAM","DICER1","dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIS3","6D6Q","DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIS3","6D6R","DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DIS3","6H25","DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DND1","6LE1","DND1","DND microRNA-mediated repression inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:23799]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","3J8B","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","3J8C","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6YBD","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6YBT","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6ZMW","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6ZON","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6ZP4","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","6ZVJ","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3A","7A09","EIF3A","eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","2KRB","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","2NLW","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","5K1H","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","6YBT","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","6ZMW","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3B","6ZON","EIF3B","eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
